Company,Date,Price,Open,High,Low,Vol.,Change %
Commercial Int Bank,2022-04-10,26.47,27.19,27.19,25.74,29130000,-2.99
Commercial Int Bank,2022-04-17,25.38,26.47,27.8,25.15,30000000,-4.11
Commercial Int Bank,2022-04-24,27.07,25.38,27.07,25.25,16360000,6.67
Commercial Int Bank,2022-05-08,25.44,26.59,27.37,25.38,19450000,-6.03
Commercial Int Bank,2022-05-15,25.44,25.71,25.71,24.24,16680000,0.0
Commercial Int Bank,2022-05-22,25.15,25.44,25.77,24.78,12280000,-1.14
Commercial Int Bank,2022-05-29,24.17,24.84,25.38,24.17,22880000,-3.89
Commercial Int Bank,2022-06-05,24.59,24.35,24.78,23.61,14200000,1.73
Commercial Int Bank,2022-06-12,23.57,24.29,24.35,23.57,30600000,-4.15
Commercial Int Bank,2022-06-19,22.52,23.57,23.57,22.52,14340000,-4.46
Commercial Int Bank,2022-06-26,22.53,22.87,23.57,21.75,27970000,0.05
Commercial Int Bank,2022-07-03,21.51,22.48,22.48,20.44,32760000,-4.51
Commercial Int Bank,2022-07-17,22.78,21.7,22.92,21.52,43350000,5.9
Commercial Int Bank,2022-07-24,22.9,22.78,23.02,22.14,35610000,0.53
Commercial Int Bank,2022-07-31,22.96,23.36,23.57,22.49,42230000,0.26
Commercial Int Bank,2022-08-07,23.33,23.08,23.81,23.08,39370000,1.58
Commercial Int Bank,2022-08-14,23.45,23.33,23.56,22.42,25940000,0.54
Commercial Int Bank,2022-08-21,24.35,23.45,24.78,23.45,39120000,3.84
Commercial Int Bank,2022-08-28,23.05,24.47,24.47,22.84,38570000,-5.33
Commercial Int Bank,2022-09-04,23.34,23.2,23.79,22.9,28110000,1.26
Commercial Int Bank,2022-09-11,23.45,23.51,24.08,23.07,36830000,0.44
Commercial Int Bank,2022-09-18,23.82,23.39,24.14,22.33,20390000,1.59
Commercial Int Bank,2022-09-25,22.85,23.45,23.49,22.32,24950000,-4.08
Commercial Int Bank,2022-10-02,23.75,22.97,23.84,22.32,22380000,3.98
Commercial Int Bank,2022-10-09,23.64,23.68,23.7,23.01,37260000,-0.5
Commercial Int Bank,2022-10-16,24.73,23.64,24.79,23.55,32700000,4.62
Commercial Int Bank,2022-10-23,29.09,24.9,29.09,24.69,41800000,17.65
Commercial Int Bank,2022-10-30,29.18,29.08,29.99,28.27,30880000,0.31
Commercial Int Bank,2022-11-06,31.38,29.45,32.92,28.82,39080000,7.54
Commercial Int Bank,2022-11-13,33.95,31.76,34.09,31.59,94500000,8.17
Commercial Int Bank,2022-11-20,34.41,33.95,35.08,33.64,44210000,1.37
Commercial Int Bank,2022-11-27,37.64,34.37,37.68,34.18,76320000,9.38
Commercial Int Bank,2022-12-04,41.64,37.73,43.64,37.67,30990000,10.63
Commercial Int Bank,2022-12-11,41.36,41.65,43.36,39.09,42370000,-0.66
Commercial Int Bank,2022-12-18,38.18,41.4,42.14,35.91,35690000,-7.69
Commercial Int Bank,2022-12-25,37.71,36.91,38.98,36.84,17100000,-1.24
Commercial Int Bank,2023-01-01,41.45,37.65,41.82,37.5,22580000,9.93
Commercial Int Bank,2023-01-08,37.91,41.55,42.36,37.91,60670000,-8.55
Commercial Int Bank,2023-01-15,41.5,38.19,41.82,37.55,64450000,9.47
Commercial Int Bank,2023-01-22,46.27,41.56,46.45,40.86,28710000,11.5
Commercial Int Bank,2023-01-29,46.0,46.82,52.4,45.01,32040000,-0.59
Commercial Int Bank,2023-02-05,53.63,46.05,53.64,44.18,31330000,16.58
Commercial Int Bank,2023-02-12,50.05,50.9,52.54,49.91,36670000,-6.66
Commercial Int Bank,2023-02-19,49.81,50.45,50.86,47.73,22060000,-0.49
Commercial Int Bank,2023-02-26,48.03,49.53,51.13,47.99,33530000,-3.58
Commercial Int Bank,2023-03-05,48.2,48.2,49.55,47.2,33910000,0.36
Commercial Int Bank,2023-03-12,43.64,48.25,48.61,43.63,44730000,-9.47
Commercial Int Bank,2023-03-19,46.35,44.51,46.35,43.02,24480000,6.23
Commercial Int Bank,2023-03-26,46.37,46.36,47.27,44.55,18900000,0.04
Commercial Int Bank,2023-04-02,46.91,46.72,48.55,46.27,21110000,1.16
Commercial Int Bank,2023-04-09,53.18,46.86,53.18,45.32,18960000,13.37
Commercial Int Bank,2023-04-16,48.73,48.84,50.0,48.46,9180000,-8.38
Commercial Int Bank,2023-04-23,48.55,48.83,49.16,47.41,14030000,-0.37
Commercial Int Bank,2023-04-30,48.28,49.05,50.24,47.78,19290000,-0.54
Commercial Int Bank,2023-05-07,47.1,48.28,49.14,46.55,25560000,-2.45
Commercial Int Bank,2023-05-14,46.45,47.26,48.18,46.09,33410000,-1.37
Commercial Int Bank,2023-05-21,47.55,47.08,48.35,46.59,17410000,2.35
Commercial Int Bank,2023-05-28,47.82,47.64,48.18,46.85,19540000,0.57
Commercial Int Bank,2023-06-04,48.18,47.82,48.35,47.27,26930000,0.76
Commercial Int Bank,2023-06-11,48.18,48.09,48.81,47.27,27610000,0.0
Commercial Int Bank,2023-06-18,46.65,48.18,48.38,46.46,21630000,-3.19
Commercial Int Bank,2023-06-25,46.36,46.64,46.64,44.48,11810000,-0.6
Commercial Int Bank,2023-07-02,43.86,46.36,46.73,43.65,19510000,-5.39
Commercial Int Bank,2023-07-09,45.09,43.89,45.75,42.96,25910000,2.8
Commercial Int Bank,2023-07-16,45.77,45.45,46.41,44.82,19200000,1.51
Commercial Int Bank,2023-07-23,46.53,46.0,47.27,45.99,24880000,1.65
Commercial Int Bank,2023-07-30,46.27,46.51,46.64,45.89,33020000,-0.55
Commercial Int Bank,2023-08-06,46.26,46.45,46.59,45.96,26070000,-0.02
Commercial Int Bank,2023-08-13,48.0,46.35,48.55,46.0,35580000,3.75
Commercial Int Bank,2023-08-20,47.73,47.98,48.45,47.27,33630000,-0.57
Commercial Int Bank,2023-08-27,51.82,47.83,51.82,47.73,33930000,8.57
Commercial Int Bank,2023-09-03,53.75,51.77,54.45,50.58,24640000,3.72
Commercial Int Bank,2023-09-10,53.41,54.09,54.44,51.64,35330000,-0.63
Commercial Int Bank,2023-09-17,54.41,53.45,54.55,52.27,34960000,1.87
Commercial Int Bank,2023-09-24,54.55,54.41,56.0,53.64,24650000,0.25
Commercial Int Bank,2023-10-01,56.05,54.55,56.41,54.2,33840000,2.77
Commercial Int Bank,2023-10-08,54.45,55.45,55.82,51.73,27810000,-2.85
Commercial Int Bank,2023-10-15,53.64,54.41,55.45,52.97,37060000,-1.5
Commercial Int Bank,2023-10-22,54.0,53.88,54.73,51.56,36810000,0.68
Commercial Int Bank,2023-10-29,56.08,54.36,56.36,54.09,32840000,3.86
Commercial Int Bank,2023-11-05,66.36,56.91,66.55,56.65,46460000,18.33
Commercial Int Bank,2023-11-12,65.45,66.36,66.36,63.09,25040000,-1.37
Commercial Int Bank,2023-11-19,72.09,65.45,72.36,65.45,44150000,10.14
Commercial Int Bank,2023-11-26,70.18,72.27,76.42,68.22,45200000,-2.65
Commercial Int Bank,2023-12-03,69.82,70.19,71.62,68.28,38960000,-0.52
Commercial Int Bank,2023-12-10,68.45,70.0,70.32,67.55,40740000,-1.95
Commercial Int Bank,2023-12-17,65.72,69.07,70.45,65.27,40530000,-4.0
Commercial Int Bank,2023-12-24,66.31,66.36,66.81,63.48,30340000,0.9
Commercial Int Bank,2023-12-31,68.18,66.36,68.35,65.47,24190000,2.82
Commercial Int Bank,2024-01-07,67.1,68.18,68.64,66.68,22410000,-1.59
Commercial Int Bank,2024-01-14,68.49,67.27,69.73,66.92,44900000,2.07
Commercial Int Bank,2024-01-21,68.72,68.54,70.81,67.82,42160000,0.33
Commercial Int Bank,2024-01-28,77.27,69.05,86.8,68.96,63220000,12.45
Commercial Int Bank,2024-02-04,73.17,77.27,77.72,66.85,46080000,-5.31
Commercial Int Bank,2024-02-11,73.64,73.17,76.82,70.93,41290000,0.63
Commercial Int Bank,2024-02-18,73.59,73.64,75.82,72.79,32110000,-0.06
Commercial Int Bank,2024-02-25,66.45,73.59,73.59,64.55,40930000,-9.7
Commercial Int Bank,2024-03-03,75.45,66.45,75.91,63.64,75290000,13.54
Commercial Int Bank,2024-03-10,81.82,75.45,88.64,75.45,58950000,8.43
Commercial Int Bank,2024-03-17,77.09,81.82,84.73,77.0,24170000,-5.78
Commercial Int Bank,2024-03-24,72.73,77.09,78.26,72.73,16390000,-5.66
Commercial Int Bank,2024-03-31,73.86,72.73,75.0,68.18,19440000,1.56
Commercial Int Bank,2024-04-07,72.78,73.86,74.82,72.66,4620000,-1.46
Commercial Int Bank,2024-04-14,72.73,72.78,76.55,72.73,17430000,-0.07
Commercial Int Bank,2024-04-21,67.45,72.73,75.0,67.18,19810000,-7.25
Commercial Int Bank,2024-04-28,66.56,67.5,68.91,64.09,18620000,-1.32
Commercial Int Bank,2024-05-05,66.65,66.6,70.0,66.14,12360000,0.14
Commercial Int Bank,2024-05-12,68.28,67.23,69.32,66.09,15430000,2.44
Commercial Int Bank,2024-05-19,69.09,68.45,70.54,68.0,15860000,1.18
Commercial Int Bank,2024-05-26,71.09,69.1,71.09,66.37,25360000,2.89
Commercial Int Bank,2024-06-02,68.3,70.91,71.09,67.75,17460000,-3.93
Commercial Int Bank,2024-06-09,67.27,68.3,68.63,66.36,15950000,-1.5
Commercial Int Bank,2024-06-23,70.36,68.18,70.45,67.55,21450000,4.59
Commercial Int Bank,2024-06-30,72.73,70.35,72.73,70.0,17520000,3.36
Commercial Int Bank,2024-07-07,71.82,72.73,74.44,71.36,12290000,-1.25
Commercial Int Bank,2024-07-14,70.65,71.82,72.27,70.5,13340000,-1.62
Commercial Int Bank,2024-07-21,73.95,70.71,74.82,70.57,16780000,4.67
Commercial Int Bank,2024-07-28,75.91,74.06,76.45,73.64,21420000,2.64
Commercial Int Bank,2024-08-04,74.82,74.55,75.73,72.89,16430000,-1.44
Commercial Int Bank,2024-08-11,77.27,74.82,77.27,74.55,19090000,3.28
Commercial Int Bank,2024-08-18,80.72,77.27,80.72,76.28,15820000,4.46
Commercial Int Bank,2024-08-25,79.16,80.72,81.55,79.16,20360000,-1.93
Commercial Int Bank,2024-09-01,79.45,79.2,79.95,77.64,12960000,0.37
Commercial Int Bank,2024-09-08,78.45,79.45,79.55,77.0,15500000,-1.26
Commercial Int Bank,2024-09-15,78.91,78.32,79.15,77.27,13870000,0.58
Commercial Int Bank,2024-09-22,77.64,78.82,79.15,76.82,17360000,-1.61
Commercial Int Bank,2024-09-29,77.27,77.67,78.58,70.29,21040000,-0.47
Commercial Int Bank,2024-10-06,73.65,77.3,78.07,73.65,18210000,-4.69
Commercial Int Bank,2024-10-13,71.82,73.75,74.53,71.82,16990000,-2.48
Commercial Int Bank,2024-10-20,71.73,72.05,72.73,69.09,12170000,-0.13
Commercial Int Bank,2024-10-27,72.73,71.76,74.27,71.76,26620000,1.39
Commercial Int Bank,2024-11-03,73.65,73.03,74.55,72.82,16510000,1.26
Commercial Int Bank,2024-11-10,75.11,73.68,75.73,73.68,14300000,1.99
Commercial Int Bank,2024-11-17,72.55,75.15,75.4,72.28,8440000,-3.4
Commercial Int Bank,2024-11-24,74.0,72.64,74.0,71.25,15860000,1.99
Commercial Int Bank,2024-12-01,74.55,73.63,75.4,73.1,20060000,0.74
Commercial Int Bank,2024-12-08,75.45,74.55,75.65,73.45,10780000,1.21
Commercial Int Bank,2024-12-15,76.35,75.45,76.36,74.56,19670000,1.2
Commercial Int Bank,2024-12-22,73.54,76.27,76.36,73.51,10570000,-3.69
Commercial Int Bank,2024-12-29,71.92,73.54,74.08,71.28,7950000,-2.2
Commercial Int Bank,2025-01-05,70.45,71.95,72.54,70.45,5550000,-2.04
Commercial Int Bank,2025-01-12,69.36,70.45,70.63,66.36,14950000,-1.55
Commercial Int Bank,2025-01-19,69.54,69.82,70.45,68.87,6420000,0.25
Commercial Int Bank,2025-01-26,69.27,69.91,70.91,69.0,8790000,-0.38
Commercial Int Bank,2025-02-02,70.91,69.89,70.91,69.36,7090000,2.36
Commercial Int Bank,2025-02-09,70.9,70.91,71.45,69.36,8200000,-0.01
Commercial Int Bank,2025-02-16,71.82,70.89,73.09,70.45,10120000,1.3
Commercial Int Bank,2025-02-23,68.82,72.0,72.55,68.82,14380000,-4.18
Commercial Int Bank,2025-03-02,70.45,68.89,70.7,68.89,9280000,2.38
Commercial Int Bank,2025-03-09,70.05,70.45,70.96,69.84,11310000,-0.58
Commercial Int Bank,2025-03-16,71.73,70.18,72.73,69.47,11450000,2.4
Commercial Int Bank,2025-03-23,74.95,72.35,75.14,71.91,10060000,4.5
Commercial Int Bank,2025-03-30,72.45,74.55,74.89,72.45,1990000,-3.34
Commercial Int Bank,2025-04-06,71.81,70.73,72.45,68.45,9590000,-0.89
Commercial Int Bank,2025-04-13,70.64,71.63,71.82,69.31,7340000,-1.63
Commercial Int Bank,2025-04-20,72.26,70.81,72.26,69.83,4080000,2.3
Commercial Int Bank,2025-04-27,73.61,72.23,73.61,72.18,10070000,1.86
Commercial Int Bank,2025-05-04,72.59,73.61,74.76,72.55,8910000,-1.38
Commercial Int Bank,2025-05-11,73.82,72.74,74.1,71.45,15770000,1.69
Commercial Int Bank,2025-05-18,72.64,73.82,74.08,72.01,11970000,-1.6
Commercial Int Bank,2025-05-25,75.32,72.64,75.32,72.57,14140000,3.69
Commercial Int Bank,2025-06-01,74.45,74.27,74.45,72.92,11350000,-1.16
Commercial Int Bank,2025-06-08,74.09,73.65,75.05,73.55,18710000,-0.48
Commercial Int Bank,2025-06-15,71.47,71.15,72.86,70.03,21680000,-3.53
Commercial Int Bank,2025-06-22,76.27,70.91,76.27,70.29,9930000,6.72
Commercial Int Bank,2025-06-29,76.76,76.37,77.68,75.91,11590000,0.64
Commercial Int Bank,2025-07-06,77.22,76.72,77.22,75.55,6380000,0.59
Commercial Int Bank,2025-07-13,81.8,77.18,81.82,76.18,13790000,5.93
Commercial Int Bank,2025-07-20,83.64,81.36,83.64,80.91,8580000,2.24
Commercial Int Bank,2025-07-27,85.55,83.64,86.64,83.18,19150000,2.28
Commercial Int Bank,2025-08-03,91.0,85.45,91.73,84.33,14650000,6.38
Commercial Int Bank,2025-08-10,89.36,90.91,92.73,89.19,10810000,-1.8
Commercial Int Bank,2025-08-17,90.0,89.43,92.27,89.27,15520000,0.71
Commercial Int Bank,2025-08-24,88.3,90.0,90.91,87.82,18630000,-1.89
Commercial Int Bank,2025-08-31,87.27,88.32,88.75,85.73,11370000,-1.16
Commercial Int Bank,2025-09-07,87.26,87.27,87.49,84.64,10850000,-0.01
Commercial Int Bank,2025-09-14,89.98,87.25,90.09,87.25,13660000,3.11
Commercial Int Bank,2025-09-21,88.64,90.0,90.0,86.35,9890000,-1.5
Commercial Int Bank,2025-09-28,93.9,89.04,94.0,88.64,13070000,5.94
Commercial Int Bank,2025-10-05,96.27,93.9,96.27,93.65,5850000,2.53
Commercial Int Bank,2025-10-12,95.68,96.27,96.82,94.59,10920000,-0.61
Commercial Int Bank,2025-10-19,94.43,95.75,97.41,93.64,16100000,-1.31
Commercial Int Bank,2025-10-26,95.9,94.55,96.55,94.41,8890000,1.56
Commercial Int Bank,2025-11-02,99.1,95.45,100.0,94.15,16610000,3.34
Commercial Int Bank,2025-11-09,98.64,100.0,101.55,98.64,14880000,-0.47
Commercial Int Bank,2025-11-16,96.38,98.79,100.0,96.38,12710000,-2.29
Commercial Int Bank,2025-11-23,97.75,96.45,98.18,95.01,15890000,1.41
Commercial Int Bank,2025-11-30,106.18,97.81,107.48,97.27,14610000,8.63
Commercial Int Bank,2025-12-07,106.17,106.59,107.71,104.64,9190000,-0.01
Commercial Int Bank,2025-12-14,101.03,106.35,109.09,101.03,27340000,-4.84
Commercial Int Bank,2025-12-21,103.0,101.94,105.49,101.27,20960000,1.95
Commercial Int Bank,2025-12-28,103.0,103.8,104.3,102.5,3860000,0.0
Commercial Int Bank,2026-01-04,104.3,103.98,105.58,98.3,10010000,1.26
Commercial Int Bank,2026-01-11,121.71,108.0,125.8,107.65,29910000,16.69
Commercial Int Bank,2026-01-18,127.74,123.0,129.3,122.22,15300000,4.95
Commercial Int Bank,2026-01-25,134.0,127.74,135.0,127.74,14910000,4.9
Commercial Int Bank,2026-02-01,137.25,133.0,138.99,127.11,38980000,2.43
Commercial Int Bank,2026-02-08,137.87,138.5,140.2,134.0,26060000,0.45
Commercial Int Bank,2026-02-15,138.0,137.88,145.01,137.11,14270000,0.09
Commercial Int Bank,2026-02-22,133.5,138.13,140.78,130.01,22980000,-3.26
Commercial Int Bank,2026-03-01,126.0,127.1,131.0,111.0,31700000,-5.62
Commercial Int Bank,2026-03-08,122.0,124.99,129.99,118.04,18010000,-3.17
Commercial Int Bank,2026-03-15,129.7,122.02,129.7,116.5,21590000,6.31
Commercial Int Bank,2026-03-22,125.0,127.5,127.99,124.1,18860000,-3.62
Commercial Int Bank,2026-03-29,124.79,124.21,126.3,119.5,20590000,-0.17
Credit Agricole Egypt,2017-01-01,9.08,9.17,9.23,8.81,2040000,0.67
Credit Agricole Egypt,2017-01-08,9.92,9.08,10.56,8.95,6930000,9.25
Credit Agricole Egypt,2017-01-15,9.95,9.95,10.2,9.09,4370000,0.3
Credit Agricole Egypt,2017-01-22,9.7,9.7,9.95,9.45,2270000,-2.51
Credit Agricole Egypt,2017-01-29,9.69,9.85,9.91,9.45,1920000,-0.1
Credit Agricole Egypt,2017-02-05,9.68,9.7,9.7,8.95,5140000,-0.1
Credit Agricole Egypt,2017-02-12,9.42,9.69,9.69,8.89,5950000,-2.69
Credit Agricole Egypt,2017-02-19,8.48,9.2,9.2,8.21,9590000,-9.98
Credit Agricole Egypt,2017-02-26,8.66,8.95,8.95,7.96,3140000,2.12
Credit Agricole Egypt,2017-03-05,8.82,8.83,8.95,8.5,2890000,1.85
Credit Agricole Egypt,2017-03-12,8.73,8.95,8.96,8.71,9390000,-1.02
Credit Agricole Egypt,2017-03-19,9.2,8.95,9.45,8.83,2840000,5.38
Credit Agricole Egypt,2017-03-26,9.25,9.2,9.45,8.95,1140000,0.54
Credit Agricole Egypt,2017-04-02,8.96,9.23,9.33,8.95,17890000,-3.14
Credit Agricole Egypt,2017-04-09,9.16,9.08,9.2,8.92,2020000,2.23
Credit Agricole Egypt,2017-04-16,8.96,8.98,8.99,8.93,130600,-2.18
Credit Agricole Egypt,2017-04-23,8.69,9.05,9.05,8.47,1090000,-3.01
Credit Agricole Egypt,2017-04-30,8.91,8.78,8.95,8.52,971750,2.53
Credit Agricole Egypt,2017-05-07,9.7,8.95,9.7,8.95,4580000,8.87
Credit Agricole Egypt,2017-05-14,9.81,9.7,10.17,8.95,2400000,1.13
Credit Agricole Egypt,2017-05-21,9.94,9.47,10.02,9.47,15140000,1.33
Credit Agricole Egypt,2017-05-28,10.2,9.93,10.21,9.82,1940000,2.62
Credit Agricole Egypt,2017-06-04,11.2,10.2,11.39,10.2,10010000,9.8
Credit Agricole Egypt,2017-06-11,10.94,11.19,11.22,10.7,1070000,-2.32
Credit Agricole Egypt,2017-06-18,11.15,10.72,11.19,10.72,415890,1.92
Credit Agricole Egypt,2017-06-25,11.07,10.94,11.17,10.94,773390,-0.72
Credit Agricole Egypt,2017-07-02,11.51,11.17,11.96,11.01,1210000,3.97
Credit Agricole Egypt,2017-07-09,12.45,11.28,12.69,11.28,5050000,8.17
Credit Agricole Egypt,2017-07-16,12.42,12.43,13.06,11.96,1850000,-0.24
Credit Agricole Egypt,2017-07-23,11.83,11.94,12.19,11.69,672700,-4.75
Credit Agricole Egypt,2017-07-30,11.47,11.82,11.82,11.2,5680000,-3.04
Credit Agricole Egypt,2017-08-06,11.19,11.47,11.47,10.96,2390000,-2.44
Credit Agricole Egypt,2017-08-13,11.05,10.94,11.19,10.7,2500000,-1.25
Credit Agricole Egypt,2017-08-20,11.32,10.2,11.69,10.2,1010000,2.44
Credit Agricole Egypt,2017-08-27,11.44,11.26,11.57,11.26,2350000,1.06
Credit Agricole Egypt,2017-09-03,11.44,11.44,11.94,11.44,3030000,0.0
Credit Agricole Egypt,2017-09-10,11.19,11.44,11.44,10.45,5530000,-2.19
Credit Agricole Egypt,2017-09-17,11.19,11.19,11.22,11.19,7130000,0.0
Credit Agricole Egypt,2017-09-24,11.44,10.94,11.94,10.94,8330000,2.23
Credit Agricole Egypt,2017-10-01,11.19,11.32,11.44,11.19,4550000,-2.19
Credit Agricole Egypt,2017-10-08,11.19,10.45,11.56,10.45,1040000,0.0
Credit Agricole Egypt,2017-10-15,10.42,11.07,11.19,10.07,1230000,-6.88
Credit Agricole Egypt,2017-10-22,10.2,10.42,10.43,9.95,5280000,-2.11
Credit Agricole Egypt,2017-10-29,10.51,10.33,10.57,10.23,7570000,3.04
Credit Agricole Egypt,2017-11-05,10.51,10.47,10.7,10.32,1560000,0.0
Credit Agricole Egypt,2017-11-12,10.52,10.45,10.58,10.32,691160,0.1
Credit Agricole Egypt,2017-11-19,10.71,10.25,10.94,10.25,1550000,1.81
Credit Agricole Egypt,2017-11-26,11.15,10.2,11.19,10.2,2350000,4.11
Credit Agricole Egypt,2017-12-03,11.12,10.82,11.43,10.8,1430000,-0.27
Credit Agricole Egypt,2017-12-10,11.19,11.32,11.44,11.07,333580,0.63
Credit Agricole Egypt,2017-12-17,10.91,10.84,11.19,10.82,2610000,-2.5
Credit Agricole Egypt,2017-12-24,10.7,10.82,10.82,10.42,1140000,-1.92
Credit Agricole Egypt,2017-12-31,10.45,10.48,10.57,10.29,828940,-2.34
Credit Agricole Egypt,2018-01-07,10.69,10.45,10.7,10.38,6460000,2.3
Credit Agricole Egypt,2018-01-14,10.45,10.93,10.93,10.26,2350000,-2.25
Credit Agricole Egypt,2018-01-21,10.49,10.32,10.57,10.27,395990,0.38
Credit Agricole Egypt,2018-01-28,11.19,10.45,11.19,10.35,1990000,6.67
Credit Agricole Egypt,2018-02-04,10.94,11.19,11.19,10.53,1140000,-2.23
Credit Agricole Egypt,2018-02-11,10.82,10.77,10.89,10.55,993350,-1.1
Credit Agricole Egypt,2018-02-18,10.73,10.94,10.94,10.61,1540000,-0.83
Credit Agricole Egypt,2018-02-25,11.19,10.7,11.31,10.63,1860000,4.29
Credit Agricole Egypt,2018-03-04,11.56,11.19,11.75,10.94,641390,3.31
Credit Agricole Egypt,2018-03-11,11.95,11.69,12.16,11.11,3890000,3.37
Credit Agricole Egypt,2018-03-18,12.06,11.81,12.15,11.46,5040000,0.92
Credit Agricole Egypt,2018-03-25,12.43,12.06,12.5,12.06,1120000,3.07
Credit Agricole Egypt,2018-04-01,12.08,11.94,13.18,11.84,2050000,-2.82
Credit Agricole Egypt,2018-04-08,12.43,11.95,12.98,11.95,1420000,2.9
Credit Agricole Egypt,2018-04-15,12.16,12.23,12.44,12.06,1350000,-2.17
Credit Agricole Egypt,2018-04-22,11.36,12.19,12.19,10.11,8780000,-6.58
Credit Agricole Egypt,2018-04-29,11.53,11.44,11.69,11.32,7780000,1.5
Credit Agricole Egypt,2018-05-06,11.8,11.67,11.81,11.45,1250000,2.34
Credit Agricole Egypt,2018-05-13,11.46,11.77,12.16,11.44,1420000,-2.88
Credit Agricole Egypt,2018-05-20,11.69,11.51,12.16,11.48,9540000,2.01
Credit Agricole Egypt,2018-05-27,11.59,11.69,11.69,10.82,2100000,-0.86
Credit Agricole Egypt,2018-06-03,11.36,11.38,11.44,10.67,1050000,-1.98
Credit Agricole Egypt,2018-06-10,11.09,11.44,11.44,11.07,1880000,-2.38
Credit Agricole Egypt,2018-06-17,11.03,11.07,11.57,10.67,364740,-0.54
Credit Agricole Egypt,2018-06-24,11.17,10.84,11.19,10.45,773250,1.27
Credit Agricole Egypt,2018-07-01,10.4,10.45,10.94,10.23,1740000,-6.89
Credit Agricole Egypt,2018-07-08,10.38,10.2,10.7,9.95,2920000,-0.19
Credit Agricole Egypt,2018-07-15,10.45,10.21,10.7,10.21,4540000,0.67
Credit Agricole Egypt,2018-07-22,10.57,10.45,10.7,10.45,2020000,1.15
Credit Agricole Egypt,2018-07-29,11.17,10.57,11.42,10.21,2530000,5.68
Credit Agricole Egypt,2018-08-05,11.33,10.95,11.44,10.95,1020000,1.43
Credit Agricole Egypt,2018-08-12,11.31,10.95,11.33,10.95,2280000,-0.18
Credit Agricole Egypt,2018-08-19,11.31,11.32,11.32,11.19,82530,0.0
Credit Agricole Egypt,2018-08-26,11.44,11.32,11.44,11.2,6960000,1.15
Credit Agricole Egypt,2018-09-02,11.44,11.44,11.44,11.44,4870000,0.0
Credit Agricole Egypt,2018-09-09,11.09,11.21,11.64,11.07,2440000,-3.06
Credit Agricole Egypt,2018-09-16,10.95,10.94,11.19,10.7,530550,-1.26
Credit Agricole Egypt,2018-09-23,10.9,11.07,11.07,10.7,324280,-0.46
Credit Agricole Egypt,2018-09-30,10.69,10.7,10.7,10.01,277160,-1.93
Credit Agricole Egypt,2018-10-07,10.45,10.69,10.7,10.05,332350,-2.25
Credit Agricole Egypt,2018-10-14,10.32,10.45,10.7,10.32,4860000,-1.24
Credit Agricole Egypt,2018-10-21,10.07,10.2,10.2,9.95,2210000,-2.42
Credit Agricole Egypt,2018-10-28,9.96,9.95,10.2,9.95,2080000,-1.09
Credit Agricole Egypt,2018-11-04,10.33,9.96,10.45,9.95,3860000,3.71
Credit Agricole Egypt,2018-11-11,10.41,10.46,10.7,10.2,3000000,0.77
Credit Agricole Egypt,2018-11-18,10.32,10.41,10.7,9.95,84390000,-0.86
Credit Agricole Egypt,2018-11-25,9.95,9.95,10.2,9.92,1370000,-3.59
Credit Agricole Egypt,2018-12-02,9.82,10.2,10.32,9.7,705390,-1.31
Credit Agricole Egypt,2018-12-09,10.13,9.82,10.32,9.82,569870,3.16
Credit Agricole Egypt,2018-12-16,10.11,10.07,10.2,10.07,159590,-0.2
Credit Agricole Egypt,2018-12-23,10.11,10.24,10.24,10.08,62190,0.0
Credit Agricole Egypt,2018-12-30,10.2,10.11,10.32,9.95,338280,0.89
Credit Agricole Egypt,2019-01-06,10.27,10.2,10.3,10.2,6470000,0.69
Credit Agricole Egypt,2019-01-13,10.22,10.25,10.45,10.15,8730000,-0.49
Credit Agricole Egypt,2019-01-20,10.2,10.45,10.66,9.95,1430000,-0.2
Credit Agricole Egypt,2019-01-27,10.62,10.45,10.63,10.2,1480000,4.12
Credit Agricole Egypt,2019-02-03,10.72,10.57,11.69,10.45,3390000,0.94
Credit Agricole Egypt,2019-02-10,10.96,10.82,10.99,10.7,2150000,2.24
Credit Agricole Egypt,2019-02-17,11.19,10.97,11.56,10.95,847150,2.1
Credit Agricole Egypt,2019-02-24,11.38,11.68,11.77,11.32,1550000,1.7
Credit Agricole Egypt,2019-03-03,11.13,11.44,11.44,10.71,783380,-2.2
